rating,reviews,installs
3.9,783,"100,000+"
4.5,192,"10,000+"
3.5,10,100+
4.7,28237,"100,000+"
4.2,3247,"500,000+"
4.4,134,"10,000+"
4.7,55,"1,000+"
4.6,222,"10,000+"
4.0,119368,"10,000,000+"
2.5,706,"10,000+"
3.8,4552,"100,000+"
4.7,499,"50,000+"
4.5,108130,"5,000,000+"
4.6,293086,"5,000,000+"
4.6,8778,"100,000+"
5.0,17,50+
3.9,29,"1,000+"
5.0,8,100+
2.3,395,"100,000+"
3.6,695,"100,000+"
4.0,42,"1,000+"
3.7,218,"10,000+"
4.2,7063,"1,000,000+"
4.1,37975,"5,000,000+"
4.4,117850,"10,000,000+"
4.6,167974,"500,000+"
4.2,2630,"100,000+"
4.4,4756,"100,000+"
4.3,13,500+
4.0,3788,"100,000+"
4.5,323,"10,000+"
3.9,14754,"1,000,000+"
3.7,7389,"500,000+"
4.6,82,500+
3.8,16,100+
4.7,92010,"1,000,000+"
3.4,202,"10,000+"
4.5,68226,"1,000,000+"
4.1,3446,"500,000+"
4.3,297,"50,000+"
4.6,3106,"10,000+"
4.3,6078,"500,000+"
4.3,219,"5,000+"
4.0,182,"10,000+"
3.5,34,"1,000+"
2.3,10,"1,000+"
3.9,114,"5,000+"
4.1,7,100+
4.5,561,"10,000+"
4.6,2167,"100,000+"
4.4,2420,"50,000+"
3.1,52,"5,000+"
4.3,77717,"5,000,000+"
3.3,3,100+
5.0,7,100+
4.2,12,500+
3.8,434,"50,000+"
3.3,47,"5,000+"
5.0,6,50+
1.0,1,100+
4.5,40328,"1,000,000+"
4.6,1502622,"100,000,000+"
4.3,22773,"1,000,000+"
4.4,26358,"500,000+"
4.1,52163,"1,000,000+"
4.5,299046,"10,000,000+"
4.2,41089,"5,000,000+"
3.7,25,"1,000+"
4.1,1019,"100,000+"
3.9,337,"10,000+"
4.5,2526,"100,000+"
3.6,2328,"100,000+"
3.2,655,"50,000+"
3.5,125,"10,000+"
3.7,433,"50,000+"
4.6,26,100+
4.8,33,"5,000+"
4.1,4946,"100,000+"
4.4,16459,"500,000+"
4.3,99,"10,000+"
4.0,13,"1,000+"
3.1,1015,"100,000+"
4.2,211,"10,000+"
4.1,75,"10,000+"
3.5,14823,"1,000,000+"
4.3,8668,"500,000+"
3.8,52,"1,000+"
4.3,112565,"1,000,000+"
4.8,16,100+
2.3,278,"10,000+"
4.3,125,"5,000+"
4.4,208,"10,000+"
3.6,783,"50,000+"
5.0,43,"1,000+"
4.3,211,"50,000+"
4.2,162,"10,000+"
4.3,14604,"500,000+"
4.7,160,"5,000+"
3.9,3253,"100,000+"
4.4,431,"10,000+"
4.4,460,"50,000+"
4.3,247,"10,000+"
2.6,85,"5,000+"
4.3,445,"50,000+"
3.8,568,"50,000+"
4.2,345,"50,000+"
4.2,6,"1,000+"
4.1,10,"5,000+"
4.0,36,"10,000+"
4.4,7,"1,000+"
4.7,6,"1,000+"
2.6,13,"1,000+"
4.3,7,"1,000+"
5.0,3,500+
3.7,6,"1,000+"
4.3,62,"5,000+"
4.1,41,"10,000+"
4.3,22,"10,000+"
3.8,534,"100,000+"
4.5,18,"5,000+"
5.0,5,"1,000+"
3.9,40,"5,000+"
3.8,271,"50,000+"
4.6,186,"10,000+"
4.6,28,"1,000+"
4.7,315,"10,000+"
5.0,6,"1,000+"
4.5,18,"10,000+"
4.3,10,100+
3.5,3988,"1,000,000+"
3.3,19,100+
4.8,8191,"100,000+"
3.9,84,"10,000+"
4.5,86,"5,000+"
3.4,35,"1,000+"
5.0,4,"1,000+"
5.0,1,50+
4.8,12,100+
3.6,35,"10,000+"
4.3,693,"100,000+"
4.0,347,"10,000+"
4.5,853,"10,000+"
4.6,48,"1,000+"
4.7,6208,"100,000+"
3.8,480,"50,000+"
3.4,295,"10,000+"
4.7,2374,"10,000+"
4.0,253,"10,000+"
4.6,1231,"10,000+"
2.0,207,"10,000+"
4.3,231,"10,000+"
2.0,314,"10,000+"
3.6,117,"10,000+"
4.7,3661,"50,000+"
3.5,805,"50,000+"
4.0,732,"50,000+"
3.5,256,"10,000+"
4.3,323,"10,000+"
4.1,196,"10,000+"
4.6,1992,"50,000+"
3.8,922,"100,000+"
4.3,4290,"50,000+"
3.8,109,"10,000+"
1.0,2,"1,000+"
3.8,472,"50,000+"
3.3,343,"10,000+"
4.8,495,"5,000+"
3.0,4,100+
4.0,28136,"5,000,000+"
3.6,892,"50,000+"
3.8,12667,"1,000,000+"
4.3,40907,"5,000,000+"
3.9,475944,"10,000,000+"
4.2,115176,"10,000,000+"
4.6,10981850,"100,000,000+"
4.0,121082,"10,000,000+"
4.5,4571,"500,000+"
4.6,15830,"1,000,000+"
4.6,213,"10,000+"
4.5,625,"100,000+"
3.7,3757,"1,000,000+"
4.4,9555,"1,000,000+"
4.6,770,"100,000+"
3.9,88,"10,000+"
4.4,2147,"500,000+"
4.5,48,"5,000+"
4.5,3972,"100,000+"
4.3,374,"100,000+"
3.7,113,"10,000+"
3.9,37,"10,000+"
3.9,139,"50,000+"
4.3,2303,"100,000+"
4.1,489,"100,000+"
4.1,423,"100,000+"
4.4,14,"1,000+"
4.4,20921,"1,000,000+"
4.2,831,"50,000+"
4.5,27820,"1,000,000+"
4.6,244,"100,000+"
4.4,244,"1,000+"
4.4,25,"5,000+"
4.4,11310,"1,000,000+"
3.8,203,"10,000+"
2.6,80,"10,000+"
4.2,715,"100,000+"
4.4,25,"5,000+"
4.2,75,"10,000+"
4.0,13,"5,000+"
4.2,593,"100,000+"
4.0,114,"10,000+"
4.4,31,"10,000+"
4.5,416,"10,000+"
3.2,114,"10,000+"
4.3,740,"50,000+"
3.4,22,"1,000+"
2.3,42,"1,000+"
4.4,6997,"100,000+"
4.3,34,"10,000+"
4.3,996,"50,000+"
3.6,125,"10,000+"
4.6,2555,"100,000+"
4.2,54,"5,000+"
4.0,12,"5,000+"
4.4,288209,"5,000,000+"
4.5,16391,"500,000+"
3.2,24,"5,000+"
1.7,367,"50,000+"
2.2,54,"10,000+"
3.8,5084,"100,000+"
4.8,6,100+
4.4,165656,"5,000,000+"
4.5,3935,"100,000+"
4.8,10,100+
4.6,649,"50,000+"
3.7,166,"5,000+"
4.4,14,100+
3.5,12204,"1,000,000+"
3.8,5,500+
3.8,9,100+
4.3,12,100+
4.6,265,"10,000+"
4.5,2,100+
3.7,29229,"1,000,000+"
4.8,341,"5,000+"
4.3,253,"5,000+"
5.0,12,100+
3.9,31552,"1,000,000+"
3.0,1,100+
5.0,1,10+
4.4,12639,"500,000+"
4.6,94,"1,000+"
3.9,1436,"100,000+"
3.3,15,"1,000+"
4.1,4513,"100,000+"
3.0,4,"1,000+"
4.2,6784,"500,000+"
4.2,268,"50,000+"
4.2,1137,"50,000+"
4.0,319777,"10,000,000+"
4.0,27,"5,000+"
3.2,3069,"500,000+"
4.6,79,"1,000+"
3.2,20843,"1,000,000+"
4.1,137674,"5,000,000+"
3.3,50428,"5,000,000+"
4.4,48,"5,000+"
4.0,1419,"100,000+"
4.2,18,"1,000+"
4.1,62,"10,000+"
4.3,49,"10,000+"
3.3,4069,"1,000,000+"
4.7,175,"10,000+"
4.4,63,"10,000+"
3.1,47,"10,000+"
3.1,19,"1,000+"
3.3,439,"50,000+"
3.9,10,500+
3.4,12,"1,000+"
3.9,13,"1,000+"
4.4,21,"1,000+"
3.9,11,500+
3.7,818,"100,000+"
4.5,4,500+
4.7,42,"5,000+"
4.6,147,"10,000+"
5.0,103,"5,000+"
3.0,2,100+
3.9,517,"10,000+"
5.0,3,50+
3.9,12,500+
3.8,19,"1,000+"
3.6,6060,"500,000+"
3.9,654,"10,000+"
3.8,316,"100,000+"
4.8,171,"1,000+"
4.4,2418165,"100,000,000+"
4.5,75140,"1,000,000+"
4.0,387,"50,000+"
4.7,16851,"100,000+"
4.8,17,100+
4.7,439,"5,000+"
4.7,541732,"5,000,000+"
4.5,27,500+
4.0,47,"1,000+"
3.2,191,"10,000+"
4.7,39,"1,000+"
4.5,4,100+
4.5,93,"50,000+"
4.9,57,"1,000+"
4.2,182,"5,000+"
5.0,3,100+
5.0,2,100+
5.0,2,100+
4.2,47340,"1,000,000+"
4.7,3,500+
4.5,81502,"1,000,000+"
4.5,208543,"10,000,000+"
4.5,10159,"1,000,000+"
3.8,57,"5,000+"
4.5,85015,"1,000,000+"
4.3,2250,"100,000+"
3.9,6200,"500,000+"
3.9,112,"10,000+"
4.2,226,"10,000+"
4.5,214,"10,000+"
4.1,11179,"1,000,000+"
4.4,221878,"10,000,000+"
4.1,1514,"100,000+"
4.6,470,"10,000+"
3.3,60,"10,000+"
4.5,11,"1,000+"
2.2,876,"1,000,000+"
4.4,137,"10,000+"
3.9,117,"10,000+"
4.5,32014,"500,000+"
2.8,1189,"100,000+"
3.3,2802,"100,000+"
4.5,56409,"1,000,000+"
3.1,167,"1,000+"
3.2,398,"50,000+"
4.4,1740,"50,000+"
4.1,1372,"50,000+"
5.0,2,5+
3.8,131,"1,000+"
4.3,87,"10,000+"
4.6,3963,"100,000+"
3.7,2375,"100,000+"
4.9,7,100+
4.3,2221,"100,000+"
5.0,2,10+
2.9,30,"5,000+"
4.4,14,500+
4.4,15753,"100,000+"
4.6,1641,"10,000+"
4.5,4228,"500,000+"
4.0,9307,"1,000,000+"
3.5,1151,"10,000+"
4.8,12400,"100,000+"
4.8,528550,"10,000,000+"
3.5,35337,"5,000,000+"
4.7,142758,"10,000,000+"
4.6,2674051,"50,000,000+"
4.4,766,"10,000+"
4.3,122010,"5,000,000+"
4.7,136540,"1,000,000+"
4.4,134412,"5,000,000+"
4.0,327914,"10,000,000+"
3.5,38824,"1,000,000+"
4.6,171017,"10,000,000+"
3.9,6289,"1,000,000+"
3.5,49523,"5,000,000+"
4.6,260527,"10,000,000+"
4.2,419375,"10,000,000+"
4.4,153649,"10,000,000+"
4.6,2464,"50,000+"
4.0,93898,"10,000,000+"
4.2,42190,"5,000,000+"
3.8,52,"10,000+"
4.1,420518,"10,000,000+"
4.3,528917,"10,000,000+"
4.4,276105,"10,000,000+"
4.5,462614,"10,000,000+"
4.1,39895,"5,000,000+"
4.2,794058,"10,000,000+"
4.0,119685,"10,000,000+"
3.6,301,"50,000+"
3.3,236,"50,000+"
4.7,88993,"10,000,000+"
4.6,338742,"5,000,000+"
4.5,23,"5,000+"
3.9,4569,"500,000+"
4.3,31,"5,000+"
3.9,203,"10,000+"
4.3,824,"10,000+"
3.1,19,500+
4.4,9,50+
3.7,6514,"500,000+"
4.6,37,"1,000+"
4.6,154,"10,000+"
2.7,7,500+
4.1,70,500+
4.2,459,"10,000+"
1.9,179,"10,000+"
4.6,17,"1,000+"
4.2,265,"10,000+"
4.4,121,"10,000+"
4.2,100,"10,000+"
3.9,64,"5,000+"
2.4,37,"5,000+"
5.0,5,100+
3.9,21,"10,000+"
3.7,78,"10,000+"
5.0,5,100+
4.0,3323,"100,000+"
3.0,1,10+
4.1,29,"5,000+"
4.8,21,"1,000+"
4.5,33,"1,000+"
3.5,13,"1,000+"
4.5,954,"10,000+"
4.5,355613,"10,000,000+"
4.2,25673,"1,000,000+"
4.3,504765,"5,000,000+"
4.4,2440877,"10,000,000+"
4.4,6715,"500,000+"
4.3,43090,"5,000,000+"
4.2,2557,"50,000+"
4.5,937,"10,000+"
4.3,139545,"10,000,000+"
4.3,22333,"1,000,000+"
4.2,249,"10,000+"
4.9,117,"1,000+"
4.1,45651,"5,000,000+"
1.4,33,"1,000+"
4.0,16190,"1,000,000+"
5.0,34,"5,000+"
4.3,2468915,"50,000,000+"
4.2,304106,"10,000,000+"
4.3,11,500+
3.8,38,"5,000+"
4.1,1186,"50,000+"
4.2,20,"1,000+"
4.3,166312,"5,000,000+"
4.1,46,"1,000+"
4.3,128,"10,000+"
3.6,258,"50,000+"
4.3,264755,"10,000,000+"
4.6,2354042,"50,000,000+"
4.4,6895,"500,000+"
5.0,22,100+
4.4,160,"5,000+"
4.5,1440,"100,000+"
4.7,78,"5,000+"
5.0,3,500+
3.4,59,"10,000+"
3.1,16,"5,000+"
4.5,339,"5,000+"
5.0,1,10+
4.3,80,"5,000+"
4.4,186648,"10,000,000+"
4.3,226541,"10,000,000+"
4.2,189310,"10,000,000+"
4.0,74497,"5,000,000+"
4.5,264260,"10,000,000+"
4.0,50109,"10,000,000+"
4.1,54034,"5,000,000+"
3.8,47386,"1,000,000+"
4.3,267787,"10,000,000+"
4.6,401211,"10,000,000+"
4.1,498894,"50,000,000+"
4.3,9149,"1,000,000+"
4.3,191621,"10,000,000+"
4.2,32849,"1,000,000+"
4.3,251686,"10,000,000+"
4.4,252006,"5,000,000+"
4.4,483782,"10,000,000+"
3.9,28694,"1,000,000+"
4.3,1517395,"100,000,000+"
4.5,785622,"50,000,000+"
4.3,234589,"50,000,000+"
3.5,113183,"5,000,000+"
4.2,951435,"50,000,000+"
4.1,45610,"10,000,000+"
4.1,257531,"10,000,000+"
4.7,198480,"5,000,000+"
4.5,375996,"10,000,000+"
3.3,152102,"10,000,000+"
4.2,17108,"100,000+"
4.2,226453,"10,000,000+"
4.6,1764,"10,000+"
4.3,24,"1,000+"
4.3,194,"10,000+"
4.0,1,100+
4.7,3408,"50,000+"
5.0,8,"1,000+"
5.0,1,10+
4.9,17,100+
4.3,11100,"500,000+"
4.0,479939,"10,000,000+"
4.5,2,100+
4.1,1648,"500,000+"
4.3,18,"1,000+"
4.5,65448,"5,000,000+"
3.9,16678,"5,000,000+"
3.7,668,"100,000+"
4.2,470,"10,000+"
3.6,38,"10,000+"
3.6,5,50+
2.1,14,"1,000+"
4.7,10318,"1,000,000+"
3.2,39,"10,000+"
3.0,19,"1,000+"
4.3,59,"1,000+"
3.0,4,"1,000+"
4.3,10,100+
3.9,53301,"10,000,000+"
3.3,12,500+
4.3,195,"10,000+"
4.0,486,"10,000+"
3.7,3,10+
2.8,27,"1,000+"
4.4,10786,"1,000,000+"
5.0,1,500+
3.9,58,"10,000+"
4.2,43,"1,000+"
4.8,6,100+
4.0,7006,"500,000+"
3.0,2,100+
4.5,8,100+
2.6,122,"10,000+"
5.0,4,100+
5.0,1,10+
4.1,543,"10,000+"
4.5,53,"10,000+"
5.0,3,100+
4.7,407589,"10,000,000+"
4.5,104068,"5,000,000+"
4.4,562345,"10,000,000+"
4.4,3941129,"50,000,000+"
4.3,314774,"5,000,000+"
4.2,1878,"100,000+"
3.0,4,"1,000+"
4.1,78142,"5,000,000+"
4.2,326042,"10,000,000+"
4.2,35172,"1,000,000+"
4.0,28633,"1,000,000+"
4.3,331692,"10,000,000+"
4.1,3527,"100,000+"
3.6,151,"10,000+"
4.3,1130,"50,000+"
5.0,1,100+
4.2,26307,"1,000,000+"
3.9,6450,"500,000+"
4.1,29387,"1,000,000+"
3.8,168,"10,000+"
5.0,6,"1,000+"
3.7,38767,"5,000,000+"
4.3,5623,"100,000+"
4.2,10440,"500,000+"
4.3,157997,"10,000,000+"
2.5,81,"10,000+"
4.3,83545,"5,000,000+"
4.4,42069,"1,000,000+"
4.3,34062,"1,000,000+"
4.2,1484,"100,000+"
4.6,152395,"10,000,000+"
4.0,3715,"100,000+"
2.9,975,"100,000+"
4.5,396090,"10,000,000+"
4.7,417197,"10,000,000+"
3.8,23,"1,000+"
4.7,466495,"10,000,000+"
3.9,41683,"1,000,000+"
4.5,96658,"1,000,000+"
4.7,6297590,"100,000,000+"
4.5,412888,"10,000,000+"
4.2,227798,"50,000,000+"
4.3,231446,"10,000,000+"
4.4,303394,"10,000,000+"
4.8,39068,"500,000+"
4.2,3909032,"100,000,000+"
4.1,211620,"10,000,000+"
4.5,6026,"100,000+"
4.5,41331,"5,000,000+"
4.6,28107,"500,000+"
4.4,552635,"10,000,000+"
4.1,217736,"10,000,000+"
4.3,1648515,"100,000,000+"
4.7,55952,"1,000,000+"
4.4,928720,"50,000,000+"
4.2,609186,"10,000,000+"
4.3,771001,"50,000,000+"
4.5,617732,"10,000,000+"
4.3,496397,"100,000,000+"
4.8,332623,"10,000,000+"
4.5,371318,"10,000,000+"
4.6,216513,"5,000,000+"
4.7,696665,"10,000,000+"
4.4,860078,"10,000,000+"
4.1,5997,"1,000,000+"
4.3,796,"100,000+"
4.2,2013,"100,000+"
4.2,2925,"100,000+"
3.6,21095,"1,000,000+"
2.8,21,"1,000+"
3.9,30,"1,000+"
3.8,10,"1,000+"
4.4,1628,"50,000+"
3.7,42,"1,000+"
2.7,68,"5,000+"
3.8,66,"10,000+"
3.2,429,"10,000+"
3.9,255,"100,000+"
2.3,9,"1,000+"
4.1,556,"10,000+"
4.3,1387,"50,000+"
3.1,192,"10,000+"
4.6,315,"1,000+"
4.1,681,"100,000+"
4.4,9,500+
3.2,6752,"1,000,000+"
4.5,663,"50,000+"
3.7,2111,"100,000+"
4.4,708,"50,000+"
4.5,532,"10,000+"
5.0,2,100+
4.8,5,10+
4.6,124,"10,000+"
4.0,1,10+
4.1,19388,"1,000,000+"
4.1,204,"10,000+"
4.8,65,500+
4.3,3,100+
2.8,851,"100,000+"
4.7,6505,"50,000+"
4.5,569727,"10,000,000+"
4.2,91186,"5,000,000+"
4.3,1072565,"50,000,000+"
3.8,120494,"10,000,000+"
3.8,637,"100,000+"
4.2,43677,"1,000,000+"
3.8,79132,"10,000,000+"
4.0,39682,"1,000,000+"
4.0,18478,"1,000,000+"
4.6,12,"1,000+"
4.0,32879,"5,000,000+"
4.3,85,"10,000+"
4.3,23,"5,000+"
3.9,34612,"5,000,000+"
5.0,2,10+
4.0,593,"100,000+"
4.1,253207,"10,000,000+"
3.9,23348,"5,000,000+"
4.2,133,"10,000+"
4.3,46242,"1,000,000+"
4.5,40467,"1,000,000+"
4.4,16192,"1,000,000+"
4.1,802,"50,000+"
4.2,58981,"10,000,000+"
4.5,177,"10,000+"
4.6,148715,"10,000,000+"
4.1,24565,"1,000,000+"
3.9,1322,"100,000+"
4.7,59632,"1,000,000+"
3.9,8780,"1,000,000+"
4.3,38607,"1,000,000+"
2.9,90,"10,000+"
4.4,283,"10,000+"
3.7,55,"5,000+"
4.4,25,"5,000+"
4.1,942,"100,000+"
2.8,11,"1,000+"
4.9,18,"1,000+"
3.4,44,"1,000+"
2.8,54,"5,000+"
2.5,450,"10,000+"
4.7,51,"1,000+"
3.1,50,"1,000+"
3.2,11,"1,000+"
4.3,15,"5,000+"
3.9,27,"1,000+"
3.6,7,"1,000+"
3.2,6,100+
3.5,11,"1,000+"
3.3,64,"5,000+"
2.4,32,"5,000+"
4.4,5985,"500,000+"
2.8,5,50+
5.0,3,500+
4.4,426,"5,000+"
5.0,3,100+
3.3,78,"10,000+"
2.9,61,"10,000+"
4.1,56,"1,000+"
4.6,18,100+
2.2,160,"50,000+"
4.3,505,"10,000+"
5.0,20,10+
2.5,2055,"100,000+"
3.0,29,"5,000+"
3.7,794,"100,000+"
5.0,1,10+
5.0,12,100+
4.1,89,"5,000+"
4.1,905,"50,000+"
2.6,820,"100,000+"
4.6,11872,"100,000+"
4.5,69013,"1,000,000+"
4.5,364013,"1,000,000+"
3.3,707,"100,000+"
4.4,13079,"500,000+"
4.7,4856,"50,000+"
4.7,2910,"50,000+"
4.0,3745,"1,000,000+"
4.5,2032,"50,000+"
4.3,596,"50,000+"
4.6,166,"10,000+"
4.7,456474,"5,000,000+"
4.4,267395,"5,000,000+"
4.0,45359,"1,000,000+"
4.2,25427,"1,000,000+"
4.3,815974,"100,000,000+"
4.1,14432,"1,000,000+"
4.5,298854,"10,000,000+"
4.3,54520,"10,000,000+"
4.3,226295,"10,000,000+"
4.7,253155,"5,000,000+"
4.1,7063,"1,000,000+"
4.3,549900,"10,000,000+"
4.4,691474,"100,000,000+"
3.1,1073,"100,000+"
4.0,154108,"5,000,000+"
4.5,123412,"50,000,000+"
4.5,155998,"10,000,000+"
4.4,72161,"1,000,000+"
4.2,30291,"1,000,000+"
4.6,404610,"10,000,000+"
4.4,43088,"1,000,000+"
4.6,6320,"100,000+"
4.0,271214,"10,000,000+"
4.6,14089,"500,000+"
4.3,26452,"1,000,000+"
4.3,6120,"100,000+"
3.9,7801,"1,000,000+"
4.5,57449,"1,000,000+"
4.7,7566,"500,000+"
4.3,4649,"100,000+"
4.6,25370,"1,000,000+"
4.6,10484,"1,000,000+"
4.2,2537,"500,000+"
4.3,4441,"100,000+"
4.6,2401017,"100,000,000+"
4.2,86172,"1,000,000+"
4.1,661,"100,000+"
4.6,7969,"100,000+"
4.4,688,"50,000+"
3.7,56664,"1,000,000+"
4.4,2295,"100,000+"
3.9,1290,"100,000+"
4.3,15618,"1,000,000+"
4.3,266434,"10,000,000+"
4.3,11402,"1,000,000+"
4.5,1007,"100,000+"
4.5,401648,"10,000,000+"
4.5,8193,"500,000+"
4.5,97,"10,000+"
4.7,1115,"100,000+"
4.3,1853,"500,000+"
4.4,1623,"1,000,000+"
4.5,787,"100,000+"
4.3,18,"5,000+"
4.3,1922,"500,000+"
4.2,175,"50,000+"
4.2,784,"100,000+"
4.3,1283,"100,000+"
4.2,67,"10,000+"
4.7,10786,"500,000+"
4.1,623,"100,000+"
4.3,39,"5,000+"
4.1,293,"100,000+"
3.8,4813,"100,000+"
4.5,12,"1,000+"
4.1,3003,"1,000,000+"
4.3,48,"5,000+"
4.5,16,"1,000+"
4.1,88,"10,000+"
4.4,49,"10,000+"
4.3,694,"100,000+"
4.4,634,"100,000+"
4.3,131,"50,000+"
4.1,56,"5,000+"
4.6,666,"100,000+"
4.7,25,"10,000+"
4.2,93,"10,000+"
3.7,121,"10,000+"
4.7,38,"5,000+"
4.4,39,"5,000+"
4.7,19,"1,000+"
4.2,91,"10,000+"
4.6,12111,"500,000+"
4.5,132,"5,000+"
4.8,38,"1,000+"
3.7,42,"5,000+"
4.3,132,"10,000+"
4.2,302,"50,000+"
3.6,742,"100,000+"
4.1,336,"100,000+"
2.3,41,"10,000+"
4.3,8432,"500,000+"
4.6,42,100+
4.5,7812,"50,000+"
4.0,3,"1,000+"
4.2,1661,"10,000+"
4.6,617,"10,000+"
4.2,9659,"100,000+"
4.5,2576,"10,000+"
4.3,19373,"1,000,000+"
4.4,3358,"100,000+"
3.6,145646,"10,000,000+"
4.0,3,500+
2.8,1911,"100,000+"
3.8,28140,"1,000,000+"
4.1,5485,"1,000,000+"
3.8,11250,"100,000+"
3.4,15,"10,000+"
4.5,5093,"500,000+"
4.3,8450,"100,000+"
3.1,194,"100,000+"
4.6,13492,"100,000+"
3.3,272,"100,000+"
3.9,2362,"100,000+"
4.2,139432,"10,000,000+"
4.9,707,"10,000+"
3.9,1638,"100,000+"
3.4,6512,"1,000,000+"
3.7,7896,"1,000,000+"
4.2,68270,"1,000,000+"
3.8,21381,"1,000,000+"
4.6,58575,"1,000,000+"
4.4,32881,"1,000,000+"
4.0,6,"1,000+"
4.2,10225,"1,000,000+"
4.2,441,"100,000+"
4.5,455496,"10,000,000+"
4.6,84,"1,000+"
4.4,475369,"50,000,000+"
4.6,358633,"10,000,000+"
4.5,1094094,"100,000,000+"
3.7,23347,"5,000,000+"
4.1,1626,"100,000+"
4.2,14432,"500,000+"
4.0,36578,"1,000,000+"
4.5,14253,"1,000,000+"
4.6,15829,"1,000,000+"
4.5,101738,"1,000,000+"
4.4,372553,"10,000,000+"
3.3,6716,"500,000+"
4.2,3345,"1,000,000+"
4.2,200450,"10,000,000+"
4.0,42182,"1,000,000+"
4.0,87,"10,000+"
4.0,2700,"500,000+"
3.5,2310,"500,000+"
4.5,594406,"10,000,000+"
3.9,3847,"1,000,000+"
3.9,85317,"5,000,000+"
4.1,265,"10,000+"
4.4,54,500+
4.2,1013,"50,000+"
4.4,2311,"100,000+"
4.3,2419,"100,000+"
4.1,97209,"1,000,000+"
4.0,4518,"1,000,000+"
4.3,146,"10,000+"
4.4,3397,"50,000+"
4.5,3580,"100,000+"
4.6,18,100+
3.7,11748,"1,000,000+"
3.8,1205,"100,000+"
3.4,267,"10,000+"
4.3,183,"10,000+"
3.8,76,"1,000+"
4.7,429,"10,000+"
4.4,138872,"10,000,000+"
4.4,1091,"50,000+"
4.1,11788,"1,000,000+"
4.4,23022,"1,000,000+"
4.0,22,"1,000+"
3.9,1985,"500,000+"
4.3,3725,"100,000+"
4.2,1357,"50,000+"
3.3,19291,"1,000,000+"
4.0,68,"5,000+"
4.6,87766,"1,000,000+"
4.1,14002,"1,000,000+"
4.1,22896,"1,000,000+"
3.4,107778,"10,000,000+"
3.4,2218,"500,000+"
4.1,10676,"1,000,000+"
4.0,2596,"500,000+"
3.4,71852,"5,000,000+"
3.2,4908,"500,000+"
3.8,7335,"1,000,000+"
3.8,12443,"1,000,000+"
3.9,2046,"100,000+"
3.6,3227,"500,000+"
3.8,253,"50,000+"
3.9,1576,"50,000+"
3.2,368,"100,000+"
1.0,2,500+
4.6,14,"1,000+"
3.6,21,100+
4.9,15,100+
2.6,5,500+
3.9,2962,"100,000+"
3.5,13,"1,000+"
3.2,768,"100,000+"
3.3,35,"1,000+"
3.8,21423,"1,000,000+"
3.9,22382,"1,000,000+"
4.6,877576,"10,000,000+"
1.8,12,"1,000+"
4.3,9,500+
3.9,1417,"10,000+"
4.8,5,100+
3.7,631,"100,000+"
4.0,1,10+
4.1,22032,"1,000,000+"
4.6,162933,"5,000,000+"
4.0,127,"10,000+"
4.8,4,"1,000+"
4.0,9,500+
3.5,2,50+
3.0,2,500+
4.6,477,"10,000+"
1.6,39,"1,000+"
3.8,110,"5,000+"
1.7,10,500+
4.6,190086,"1,000,000+"
5.0,3,500+
4.6,8,"1,000+"
4.4,63779,"1,000,000+"
4.5,1312936,"10,000,000+"
3.8,25,"1,000+"
4.0,4,100+
4.1,10,"1,000+"
5.0,1,10+
5.0,18,100+
1.0,1,50+
4.4,783025,"10,000,000+"
4.7,4328,"100,000+"
4.6,137338,"5,000,000+"
2.4,44,"1,000+"
4.5,18,"1,000+"
4.4,199739,"10,000,000+"
4.3,206,"1,000+"
5.0,1,100+
4.1,6231,"100,000+"
3.8,499,"10,000+"
3.9,168,"50,000+"
3.1,124,"10,000+"
4.7,24985,"500,000+"
4.5,12759815,"100,000,000+"
3.5,7578,"1,000,000+"
4.5,13479633,"100,000,000+"
4.6,436615,"10,000,000+"
4.5,465831,"10,000,000+"
4.5,67707,"1,000,000+"
4.4,4847,"100,000+"
4.3,1133539,"10,000,000+"
4.4,21762,"1,000,000+"
4.2,20941,"1,000,000+"
4.6,93930,"5,000,000+"
4.5,5174,"100,000+"
3.8,935,"50,000+"
4.3,19234,"500,000+"
4.6,7605,"500,000+"
4.3,73821,"5,000,000+"
3.6,12993,"1,000,000+"
4.2,868,"50,000+"
4.7,14051,"100,000+"
4.3,1419,"50,000+"
4.7,4595,"100,000+"
4.8,3390,"100,000+"
3.1,500,"50,000+"
4.5,23599,"100,000+"
4.4,276,"50,000+"
4.5,313,"50,000+"
4.5,314,"50,000+"
4.7,101163,"5,000,000+"
4.1,321,"100,000+"
4.4,265,"50,000+"
4.3,128808,"10,000,000+"
4.6,1048766,"10,000,000+"
3.4,116,"5,000+"
4.7,1251479,"10,000,000+"
3.6,5692,"1,000,000+"
3.7,321,"50,000+"
2.1,86,"10,000+"
2.0,16,"1,000+"
3.5,12,"5,000+"
4.3,158,"10,000+"
2.4,99,"10,000+"
4.5,97,"10,000+"
2.8,29,"1,000+"
4.5,92,"10,000+"
2.8,5,"1,000+"
3.9,314,"50,000+"
3.2,67,"10,000+"
3.1,6827,"1,000,000+"
2.4,551,"100,000+"
4.6,10,100+
2.9,23,"5,000+"
4.0,223,"50,000+"
3.7,770,"10,000+"
2.3,3,100+
2.9,118,"50,000+"
4.6,41,"10,000+"
4.3,21,"1,000+"
5.0,1,100+
4.2,382,"100,000+"
4.6,13,"1,000+"
4.5,8,"1,000+"
4.2,6,100+
